Start Time,Stop Time,Duration (h),Volume (ML),Cost ($),Unit Cost ($/ML)
2026-06-02 02:30:00,2026-06-02 06:30:00,4.0,15.12,392.274012,25.944048412698415
2026-06-02 09:00:00,2026-06-02 16:00:00,7.0,26.459999999999997,493.73578800000007,18.659704761904766
2026-06-03 03:00:00,2026-06-03 07:00:00,4.0,15.12,358.2022665,23.69062609126984
2026-06-03 09:00:00,2026-06-03 16:00:00,7.0,26.459999999999997,150.30838874999998,5.68058914399093
